constraint_id,constraint_type,generic_land_use_type_id,maximum,minimum,plan_type_id
572,units_per_acre,2,48.0,24.0,205
573,units_per_acre,2,50.094,0.0,206
1488,far,4,0.0,0.0,207
2080,far,6,0.0,0.0,207
574,units_per_acre,2,50.094,0.0,207
1012,far,3,0.0,0.0,207
575,units_per_acre,2,50.0,5.0,208
1013,far,3,2.0,0.0,209
1489,far,4,2.0,0.0,209
2081,far,6,2.0,0.0,209
576,units_per_acre,2,48.0,0.0,209
1490,far,4,2.0,0.0,210
2082,far,6,2.0,0.0,210
1014,far,3,2.0,0.0,210
577,units_per_acre,2,48.0,10.0,210
578,units_per_acre,2,48.4,0.0,211
1491,far,4,1.25,0.0,211
1015,far,3,1.25,0.0,211
2083,far,6,1.25,0.0,211
579,units_per_acre,2,48.0,0.0,212
2084,far,6,1.5,0.0,212
1016,far,3,1.5,0.0,212
1492,far,4,1.5,0.0,212
1493,far,4,1.5,0.0,213
580,units_per_acre,2,48.0,0.0,213
2085,far,6,1.5,0.0,213
1017,far,3,1.5,0.0,213
581,units_per_acre,2,41.0,0.0,214
1494,far,4,8.0,0.0,214
1018,far,3,8.0,0.0,214
2086,far,6,8.0,0.0,214
582,units_per_acre,2,48.0,0.0,215
1019,far,3,0.5,0.0,215
1495,far,4,0.5,0.0,215
2087,far,6,0.5,0.0,215
1496,far,4,0.0,0.0,216
1020,far,3,0.0,0.0,216
583,units_per_acre,2,48.4,0.0,216
584,units_per_acre,2,48.4,0.0,217
585,units_per_acre,2,48.0,0.0,218
1497,far,4,2.0,0.0,219
586,units_per_acre,2,45.0,0.0,219
2088,far,6,2.0,0.0,219
1021,far,3,2.0,0.0,219
587,units_per_acre,2,44.0,0.0,220
1022,far,3,2.0,0.0,220
2089,far,6,2.0,0.0,220
1498,far,4,2.0,0.0,220
588,units_per_acre,2,45.0,0.0,221
2090,far,6,1.0,0.0,221
1499,far,4,1.0,0.0,221
1023,far,3,1.0,0.0,221
1500,far,4,0.6,0.0,222
2091,far,6,0.6,0.0,222
589,units_per_acre,2,45.0,0.0,222
1024,far,3,0.6,0.0,222
590,units_per_acre,2,43.56,0.0,223
1025,far,3,2.0,0.0,223
2092,far,6,2.0,0.0,223
1501,far,4,2.0,0.0,223
1026,far,3,0.35,0.0,224
591,units_per_acre,2,45.0,0.0,224
2093,far,6,0.35,0.0,224
1502,far,4,0.35,0.0,224
2094,far,6,1.55,0.0,225
592,units_per_acre,2,43.56,1.0,225
1503,far,4,1.55,0.0,225
1027,far,3,1.55,0.0,225
1825,far,5,1.55,0.0,225
1028,far,3,1.0,0.0,226
2095,far,6,1.0,0.0,226
593,units_per_acre,2,44.0,0.0,226
1504,far,4,1.0,0.0,226
1029,far,3,2.0,0.0,227
2096,far,6,2.0,0.0,227
1505,far,4,2.0,0.0,227
594,units_per_acre,2,43.0,0.0,227
595,units_per_acre,2,44.0,0.0,228
1506,far,4,0.7,0.0,228
2097,far,6,0.7,0.0,228
2098,far,6,1.0,0.0,229
1507,far,4,1.0,0.0,229
1030,far,3,1.0,0.0,229
596,units_per_acre,2,43.56,0.0,229
1031,far,3,1.0,0.0,230
2099,far,6,1.0,0.0,230
1508,far,4,1.0,0.0,230
597,units_per_acre,2,43.56,0.0,230
2100,far,6,1.0,0.0,231
598,units_per_acre,2,43.5,0.0,231
1032,far,3,1.0,0.0,231
1826,far,5,1.0,0.0,231
1509,far,4,1.0,0.0,231
1033,far,3,0.75,0.0,232
599,units_per_acre,2,43.56,0.0,232
1510,far,4,0.75,0.0,232
2101,far,6,0.75,0.0,232
1034,far,3,1.0,0.0,233
1511,far,4,1.0,0.0,233
2102,far,6,1.0,0.0,233
600,units_per_acre,2,43.0,12.0,233
601,units_per_acre,2,43.56,0.0,234
1035,far,3,0.0,0.0,235
1512,far,4,0.0,0.0,235
602,units_per_acre,2,43.56,0.0,235
2103,far,6,0.0,0.0,235
1036,far,3,2.0,0.0,236
2104,far,6,2.0,0.0,236
603,units_per_acre,2,40.0,0.0,236
1513,far,4,2.0,0.0,236
1514,far,4,2.0,0.0,237
2105,far,6,2.0,0.0,237
1037,far,3,2.0,0.0,237
604,units_per_acre,2,40.0,0.0,237
1515,far,4,1.0,0.0,238
605,units_per_acre,2,40.838,0.0,238
1038,far,3,1.0,0.0,238
2106,far,6,1.0,0.0,238
1827,far,5,1.5,0.0,239
2107,far,6,1.5,0.0,239
606,units_per_acre,2,40.0,0.0,239
1516,far,4,1.5,0.0,239
1039,far,3,1.5,0.0,240
1517,far,4,1.5,0.0,240
2108,far,6,1.5,0.0,240
607,units_per_acre,2,40.0,0.0,240
2109,far,6,1.5,0.0,241
1828,far,5,1.5,0.0,241
1040,far,3,1.5,0.0,241
1518,far,4,1.5,0.0,241
608,units_per_acre,2,40.0,0.0,241
609,units_per_acre,2,37.026,0.0,242
2110,far,6,4.25,0.0,242
1519,far,4,4.25,0.0,242
1041,far,3,4.25,0.0,242
1829,far,5,4.25,0.0,242
1520,far,4,4.25,0.0,243
2111,far,6,4.25,0.0,243
610,units_per_acre,2,37.026,0.0,243
1042,far,3,4.25,0.0,243
611,units_per_acre,2,40.0,0.0,244
1043,far,3,1.0,0.0,244
2112,far,6,1.0,0.0,244
1521,far,4,1.0,0.0,244
1522,far,4,0.75,0.0,245
1044,far,3,0.75,0.0,245
2113,far,6,0.75,0.0,245
612,units_per_acre,2,40.0,0.0,245
613,units_per_acre,2,40.0,0.0,246
1,units_per_acre,1,35.0,0.0,247
614,units_per_acre,2,35.0,0.0,247
1045,far,3,4.0,0.0,247
1523,far,4,4.0,0.0,247
2114,far,6,4.0,0.0,247
615,units_per_acre,2,36.0,0.0,248
2115,far,6,3.0,0.0,248
1524,far,4,3.0,0.0,248
1046,far,3,3.0,0.0,248
616,units_per_acre,2,38.0,0.0,249
617,units_per_acre,2,36.0,0.0,250
2116,far,6,2.0,0.0,250
1047,far,3,2.0,0.0,250
1525,far,4,2.0,0.0,250
618,units_per_acre,2,37.5,0.0,251
619,units_per_acre,2,36.0,12.0,252
1048,far,3,1.5,0.0,252
1526,far,4,1.5,0.0,252
2117,far,6,1.5,0.0,252
620,units_per_acre,2,36.0,18.0,253
1527,far,4,1.0,0.0,253
1049,far,3,1.0,0.0,253
2118,far,6,1.0,0.0,253
1528,far,4,1.0,0.0,254
2119,far,6,1.0,0.0,254
1050,far,3,1.0,0.0,254
621,units_per_acre,2,36.0,0.0,254
2120,far,6,2.0,0.0,255
1051,far,3,2.0,0.0,255
1529,far,4,2.0,0.0,255
2,units_per_acre,1,35.0,0.0,255
622,units_per_acre,2,35.0,0.0,255
1530,far,4,1.69,0.0,256
1052,far,3,1.69,0.0,256
2121,far,6,1.69,0.0,256
3,units_per_acre,1,35.0,0.0,256
623,units_per_acre,2,35.0,0.0,256
1053,far,3,1.5,0.0,257
2122,far,6,1.5,0.0,257
624,units_per_acre,2,35.0,0.0,257
4,units_per_acre,1,35.0,0.0,257
1531,far,4,1.5,0.0,257
1054,far,3,1.6,0.0,258
5,units_per_acre,1,34.848,0.0,258
1532,far,4,1.6,0.0,258
625,units_per_acre,2,34.848,0.0,258
2123,far,6,1.6,0.0,258
626,units_per_acre,2,36.0,16.8,259
6,units_per_acre,1,35.0,0.0,260
1055,far,3,1.0,0.0,260
1533,far,4,1.0,0.0,260
627,units_per_acre,2,35.0,0.0,260
2124,far,6,1.0,0.0,260
628,units_per_acre,2,36.0,0.0,261
7,units_per_acre,1,35.0,0.0,262
2125,far,6,1.0,0.0,262
629,units_per_acre,2,35.0,0.0,262
1534,far,4,1.0,0.0,262
630,units_per_acre,2,35.0,0.0,263
1535,far,4,0.8,0.0,263
2126,far,6,0.8,0.0,263
1056,far,3,0.8,0.0,263
8,units_per_acre,1,35.0,0.0,263
1057,far,3,0.8,0.0,264
9,units_per_acre,1,35.0,0.0,264
631,units_per_acre,2,35.0,0.0,264
1536,far,4,0.8,0.0,264
632,units_per_acre,2,35.0,0.0,265
1058,far,3,0.5,0.0,265
1830,far,5,0.5,0.0,265
10,units_per_acre,1,35.0,0.0,265
1537,far,4,0.5,0.0,265
1538,far,4,0.45,0.0,266
1059,far,3,0.45,0.0,266
633,units_per_acre,2,34.848,1.0,266
2127,far,6,0.45,0.0,266
11,units_per_acre,1,34.848,1.0,266
12,units_per_acre,1,35.0,0.0,267
634,units_per_acre,2,35.0,0.0,267
1539,far,4,1.0,0.0,268
635,units_per_acre,2,34.0,0.0,268
1060,far,3,1.0,0.0,268
13,units_per_acre,1,34.0,0.0,268
2128,far,6,1.0,0.0,268
2129,far,6,3.75,0.0,269
1540,far,4,3.75,0.0,269
1061,far,3,3.75,0.0,269
636,units_per_acre,2,30.0,0.0,269
14,units_per_acre,1,30.0,0.0,269
15,units_per_acre,1,30.0,0.0,270
637,units_per_acre,2,30.0,0.0,270
1831,far,5,3.5,0.0,270
2130,far,6,3.5,0.0,270
1062,far,3,3.5,0.0,270
1541,far,4,3.5,0.0,270
2131,far,6,2.5,0.0,271
1542,far,4,2.5,0.0,271
638,units_per_acre,2,30.0,0.0,271
1063,far,3,2.5,0.0,271
16,units_per_acre,1,30.0,0.0,271
17,units_per_acre,1,32.0,0.0,272
639,units_per_acre,2,32.0,0.0,272
2132,far,6,0.4,0.0,272
640,units_per_acre,2,30.0,0.0,273
2133,far,6,2.25,0.0,273
18,units_per_acre,1,30.0,0.0,273
1543,far,4,2.25,0.0,273
1064,far,3,2.25,0.0,273
641,units_per_acre,2,30.0,0.0,274
2134,far,6,2.19,0.0,274
1065,far,3,2.19,0.0,274
19,units_per_acre,1,30.0,0.0,274
1544,far,4,2.19,0.0,274
1066,far,3,2.0,0.0,275
642,units_per_acre,2,30.0,0.0,275
1832,far,5,2.0,0.0,275
1545,far,4,2.0,0.0,275
2135,far,6,2.0,0.0,275
20,units_per_acre,1,30.0,0.0,275
21,units_per_acre,1,26.0,0.0,276
1067,far,3,6.0,0.0,276
643,units_per_acre,2,26.0,0.0,276
1546,far,4,6.0,0.0,276
2136,far,6,6.0,0.0,276
1068,far,3,2.0,0.0,277
22,units_per_acre,1,30.0,0.0,277
1547,far,4,2.0,0.0,277
2137,far,6,2.0,0.0,277
644,units_per_acre,2,30.0,0.0,277
2138,far,6,1.5,0.0,278
1548,far,4,1.5,0.0,278
645,units_per_acre,2,30.0,0.0,278
23,units_per_acre,1,30.0,0.0,278
1069,far,3,1.5,0.0,278
646,units_per_acre,2,30.0,10.0,279
2139,far,6,1.5,0.0,279
24,units_per_acre,1,30.0,10.0,279
1549,far,4,1.5,0.0,279
1070,far,3,1.5,0.0,279
1550,far,4,1.4,0.0,280
2140,far,6,1.4,0.0,280
1071,far,3,1.4,0.0,280
647,units_per_acre,2,30.0,0.0,280
25,units_per_acre,1,30.0,0.0,280
648,units_per_acre,2,30.0,0.0,281
26,units_per_acre,1,30.0,0.0,281
2141,far,6,1.31,0.0,281
1072,far,3,1.31,0.0,281
1551,far,4,1.31,0.0,281
649,units_per_acre,2,30.0,0.0,282
1552,far,4,1.25,0.0,282
27,units_per_acre,1,30.0,0.0,282
2142,far,6,1.25,0.0,282
1833,far,5,1.25,0.0,282
1073,far,3,1.25,0.0,283
1553,far,4,1.25,0.0,283
28,units_per_acre,1,30.0,1.0,283
650,units_per_acre,2,30.0,1.0,283
2143,far,6,1.25,0.0,283
651,units_per_acre,2,30.0,10.0,284
1074,far,3,1.25,0.0,284
1554,far,4,1.25,0.0,284
29,units_per_acre,1,30.0,10.0,284
2144,far,6,1.25,0.0,284
30,units_per_acre,1,30.0,0.0,285
2145,far,6,1.0,0.0,285
652,units_per_acre,2,30.0,0.0,285
1075,far,3,1.0,0.0,285
1834,far,5,1.0,0.0,285
1555,far,4,1.0,0.0,285
1076,far,3,1.0,0.0,286
1556,far,4,1.0,0.0,286
653,units_per_acre,2,30.0,0.0,286
31,units_per_acre,1,30.0,0.0,286
1077,far,3,1.0,0.0,287
1557,far,4,1.0,0.0,287
32,units_per_acre,1,30.0,0.0,287
2146,far,6,1.0,0.0,287
654,units_per_acre,2,30.0,0.0,287
2147,far,6,0.7,0.0,288
1558,far,4,0.7,0.0,288
1078,far,3,0.7,0.0,288
33,units_per_acre,1,30.0,0.0,288
655,units_per_acre,2,30.0,0.0,288
34,units_per_acre,1,30.0,0.0,289
1559,far,4,0.65,0.0,289
2148,far,6,0.65,0.0,289
1079,far,3,0.65,0.0,289
656,units_per_acre,2,30.0,0.0,289
1080,far,3,0.65,0.0,290
1560,far,4,0.65,0.0,290
657,units_per_acre,2,30.0,10.0,290
35,units_per_acre,1,30.0,10.0,290
2149,far,6,0.65,0.0,290
1561,far,4,0.5,0.0,291
1081,far,3,0.5,0.0,291
36,units_per_acre,1,30.0,7.0,291
2150,far,6,0.5,0.0,291
658,units_per_acre,2,30.0,7.0,291
659,units_per_acre,2,30.0,0.0,292
37,units_per_acre,1,30.0,0.0,292
38,units_per_acre,1,30.0,19.0,293
660,units_per_acre,2,30.0,19.0,293
1562,far,4,0.21,0.0,294
2151,far,6,0.21,0.0,294
39,units_per_acre,1,29.5,0.0,294
1082,far,3,0.21,0.0,294
661,units_per_acre,2,29.5,0.0,294
2152,far,6,0.6,0.0,295
662,units_per_acre,2,29.0,0.0,295
1083,far,3,0.6,0.0,295
40,units_per_acre,1,29.0,0.0,295
1563,far,4,0.6,0.0,295
2153,far,6,0.5,0.0,296
41,units_per_acre,1,29.04,0.0,296
1084,far,3,0.5,0.0,296
663,units_per_acre,2,29.04,0.0,296
1564,far,4,0.5,0.0,296
664,units_per_acre,2,26.136,0.0,297
1085,far,3,3.0,0.0,297
2154,far,6,3.0,0.0,297
1565,far,4,3.0,0.0,297
42,units_per_acre,1,26.136,0.0,297
1835,far,5,3.0,0.0,297
43,units_per_acre,1,26.136,0.0,298
1566,far,4,3.0,0.0,298
665,units_per_acre,2,26.136,0.0,298
2155,far,6,3.0,0.0,298
1086,far,3,3.0,0.0,298
666,units_per_acre,2,29.1,0.0,299
44,units_per_acre,1,29.1,0.0,299
667,units_per_acre,2,29.04,0.0,300
45,units_per_acre,1,29.04,0.0,300
668,units_per_acre,2,28.0,0.0,301
2156,far,6,1.0,0.0,301
1567,far,4,1.0,0.0,301
46,units_per_acre,1,28.0,0.0,301
1087,far,3,1.0,0.0,301
669,units_per_acre,2,29.0,0.0,302
47,units_per_acre,1,29.0,0.0,302
48,units_per_acre,1,26.62,0.0,303
670,units_per_acre,2,26.62,0.0,303
671,units_per_acre,2,27.0,0.0,304
49,units_per_acre,1,27.0,0.0,304
50,units_per_acre,1,27.0,13.5,305
672,units_per_acre,2,27.0,13.5,305
2157,far,6,2.0,0.0,306
1088,far,3,2.0,0.0,306
51,units_per_acre,1,25.0,8.0,306
1568,far,4,2.0,0.0,306
673,units_per_acre,2,25.0,8.0,306
674,units_per_acre,2,25.0,8.0,307
1569,far,4,1.5,0.0,307
1089,far,3,1.5,0.0,307
2158,far,6,1.5,0.0,307
52,units_per_acre,1,25.0,8.0,307
2159,far,6,0.4,0.0,308
53,units_per_acre,1,26.0,0.0,308
675,units_per_acre,2,26.0,0.0,308
1570,far,4,0.4,0.0,308
54,units_per_acre,1,26.0,0.0,309
1571,far,4,0.4,0.0,309
1090,far,3,0.4,0.0,309
676,units_per_acre,2,26.0,0.0,309
2160,far,6,0.4,0.0,309
677,units_per_acre,2,26.0,0.0,310
55,units_per_acre,1,26.0,0.0,310
1836,far,5,1.0,0.0,311
56,units_per_acre,1,25.0,0.0,311
678,units_per_acre,2,25.0,0.0,311
2161,far,6,1.0,0.0,311
1572,far,4,1.0,0.0,311
1573,far,4,4.0,0.0,312
679,units_per_acre,2,22.0,0.0,312
2162,far,6,4.0,0.0,312
57,units_per_acre,1,22.0,0.0,312
1091,far,3,4.0,0.0,312
1574,far,4,0.8,0.0,313
2163,far,6,0.8,0.0,313
1092,far,3,0.8,0.0,313
58,units_per_acre,1,25.0,10.0,313
680,units_per_acre,2,25.0,10.0,313
1575,far,4,0.7,0.0,314
681,units_per_acre,2,25.0,8.0,314
2164,far,6,0.7,0.0,314
59,units_per_acre,1,25.0,8.0,314
682,units_per_acre,2,25.624,0.0,315
60,units_per_acre,1,25.624,0.0,315
1576,far,4,1.0,0.0,316
61,units_per_acre,1,24.503,0.0,316
683,units_per_acre,2,24.503,0.0,316
2165,far,6,1.0,0.0,316
1093,far,3,1.0,0.0,316
684,units_per_acre,2,25.0,8.0,317
1577,far,4,0.5,0.0,317
62,units_per_acre,1,25.0,8.0,317
2166,far,6,0.5,0.0,317
1578,far,4,0.5,0.0,318
1094,far,3,0.5,0.0,318
63,units_per_acre,1,25.0,12.0,318
685,units_per_acre,2,25.0,12.0,318
2167,far,6,0.5,0.0,318
2168,far,6,1.25,0.0,319
1095,far,3,1.25,0.0,319
64,units_per_acre,1,24.2,0.0,319
686,units_per_acre,2,24.2,0.0,319
1579,far,4,1.25,0.0,319
687,units_per_acre,2,24.0,18.0,320
1096,far,3,1.25,0.0,320
2169,far,6,1.25,0.0,320
1580,far,4,1.25,0.0,320
65,units_per_acre,1,24.0,18.0,320
1581,far,4,1.25,0.0,321
2170,far,6,1.25,0.0,321
688,units_per_acre,2,24.0,0.0,321
66,units_per_acre,1,24.0,0.0,321
1097,far,3,1.25,0.0,321
2171,far,6,0.0,0.0,322
1098,far,3,0.0,0.0,322
1582,far,4,0.0,0.0,322
67,units_per_acre,1,25.0,4.0,322
689,units_per_acre,2,25.0,4.0,322
1583,far,4,0.0,0.0,323
2172,far,6,0.0,0.0,323
690,units_per_acre,2,25.0,6.0,323
1099,far,3,0.0,0.0,323
68,units_per_acre,1,25.0,6.0,323
69,units_per_acre,1,25.0,8.0,324
1584,far,4,0.0,0.0,324
2173,far,6,0.0,0.0,324
691,units_per_acre,2,25.0,8.0,324
1100,far,3,0.0,0.0,324
70,units_per_acre,1,25.0,0.0,325
692,units_per_acre,2,25.0,0.0,325
71,units_per_acre,1,25.0,12.0,326
693,units_per_acre,2,25.0,12.0,326
1101,far,3,1.0,0.0,327
2174,far,6,1.0,0.0,327
694,units_per_acre,2,24.0,0.0,327
72,units_per_acre,1,24.0,0.0,327
1585,far,4,1.0,0.0,327
73,units_per_acre,1,25.0,6.0,328
695,units_per_acre,2,25.0,6.0,328
696,units_per_acre,2,25.0,8.0,329
74,units_per_acre,1,25.0,8.0,329
1102,far,3,0.75,0.0,330
2175,far,6,0.75,0.0,330
75,units_per_acre,1,24.0,0.0,330
697,units_per_acre,2,24.0,0.0,330
1586,far,4,0.75,0.0,330
698,units_per_acre,2,24.0,0.0,331
1587,far,4,0.75,0.0,331
2176,far,6,0.75,0.0,331
1103,far,3,0.75,0.0,331
76,units_per_acre,1,24.0,0.0,331
699,units_per_acre,2,24.5,0.0,332
77,units_per_acre,1,24.5,0.0,332
2177,far,6,0.5,0.0,333
700,units_per_acre,2,24.0,0.0,333
1104,far,3,0.5,0.0,333
1588,far,4,0.5,0.0,333
78,units_per_acre,1,24.0,0.0,333
701,units_per_acre,2,24.2,0.0,334
79,units_per_acre,1,24.2,0.0,334
80,units_per_acre,1,24.0,0.0,335
702,units_per_acre,2,24.0,0.0,335
1589,far,4,1.0,0.0,336
1105,far,3,1.0,0.0,336
2178,far,6,1.0,0.0,336
703,units_per_acre,2,23.0,0.0,336
81,units_per_acre,1,23.0,0.0,336
704,units_per_acre,2,24.0,13.0,337
82,units_per_acre,1,24.0,13.0,337
705,units_per_acre,2,21.8,0.0,338
1590,far,4,2.0,0.0,338
1106,far,3,2.0,0.0,338
2179,far,6,2.0,0.0,338
83,units_per_acre,1,21.8,0.0,338
1107,far,3,2.0,0.0,339
706,units_per_acre,2,21.78,0.0,339
1591,far,4,2.0,0.0,339
2180,far,6,2.0,0.0,339
84,units_per_acre,1,21.78,0.0,339
707,units_per_acre,2,22.0,0.0,340
85,units_per_acre,1,22.0,0.0,340
2181,far,6,1.4,0.0,340
1108,far,3,1.4,0.0,340
1592,far,4,1.4,0.0,340
86,units_per_acre,1,21.78,0.0,341
1593,far,4,1.5,0.0,341
1109,far,3,1.5,0.0,341
708,units_per_acre,2,21.78,0.0,341
2182,far,6,1.5,0.0,341
87,units_per_acre,1,22.0,10.0,342
1594,far,4,1.0,0.0,342
709,units_per_acre,2,22.0,10.0,342
2183,far,6,1.0,0.0,342
1110,far,3,1.0,0.0,342
2184,far,6,1.0,0.0,343
1111,far,3,1.0,0.0,343
1595,far,4,1.0,0.0,343
710,units_per_acre,2,22.0,0.0,343
88,units_per_acre,1,22.0,0.0,343
89,units_per_acre,1,23.0,0.0,344
711,units_per_acre,2,23.0,0.0,344
2185,far,6,1.0,0.0,345
90,units_per_acre,1,21.78,0.0,345
1596,far,4,1.0,0.0,345
1837,far,5,1.0,0.0,345
712,units_per_acre,2,21.78,0.0,345
713,units_per_acre,2,22.0,0.0,346
1597,far,4,0.7,0.0,346
2186,far,6,0.7,0.0,346
1112,far,3,0.7,0.0,346
91,units_per_acre,1,22.0,0.0,346
714,units_per_acre,2,22.0,8.0,347
1598,far,4,0.7,0.0,347
92,units_per_acre,1,22.0,8.0,347
2187,far,6,0.7,0.0,347
1113,far,3,0.7,0.0,347
1114,far,3,0.75,0.0,348
2188,far,6,0.75,0.0,348
1599,far,4,0.75,0.0,348
93,units_per_acre,1,21.78,0.0,348
715,units_per_acre,2,21.78,0.0,348
716,units_per_acre,2,22.5,0.0,349
94,units_per_acre,1,22.5,0.0,349
95,units_per_acre,1,21.78,0.0,350
1115,far,3,0.5,0.0,350
717,units_per_acre,2,21.78,0.0,350
2189,far,6,0.5,0.0,350
1600,far,4,0.5,0.0,350
1116,far,3,0.5,0.0,351
1601,far,4,0.5,0.0,351
96,units_per_acre,1,21.78,0.0,351
718,units_per_acre,2,21.78,0.0,351
1838,far,5,0.5,0.0,351
97,units_per_acre,1,22.0,0.0,352
719,units_per_acre,2,22.0,0.0,352
2190,far,6,2.0,0.0,353
98,units_per_acre,1,20.0,0.0,353
720,units_per_acre,2,20.0,0.0,353
1602,far,4,2.0,0.0,353
1117,far,3,2.0,0.0,353
1118,far,3,1.0,0.0,354
2191,far,6,1.0,0.0,354
99,units_per_acre,1,21.0,0.0,354
721,units_per_acre,2,21.0,0.0,354
1603,far,4,1.0,0.0,354
1839,far,5,2.25,0.0,355
2192,far,6,2.25,0.0,355
1119,far,3,2.25,0.0,355
100,units_per_acre,1,19.602,0.0,355
1604,far,4,2.25,0.0,355
722,units_per_acre,2,19.602,0.0,355
101,units_per_acre,1,21.78,0.0,356
723,units_per_acre,2,21.78,0.0,356
724,units_per_acre,2,20.0,0.0,357
2193,far,6,1.5,0.0,357
102,units_per_acre,1,20.0,0.0,357
1605,far,4,1.5,0.0,357
1120,far,3,1.5,0.0,357
1121,far,3,1.25,0.0,358
103,units_per_acre,1,20.0,0.0,358
1606,far,4,1.25,0.0,358
2194,far,6,1.25,0.0,358
725,units_per_acre,2,20.0,0.0,358
104,units_per_acre,1,19.965,0.0,359
726,units_per_acre,2,19.965,0.0,359
2195,far,6,1.0,0.0,360
105,units_per_acre,1,20.0,8.0,360
1122,far,3,1.0,0.0,360
1607,far,4,1.0,0.0,360
727,units_per_acre,2,20.0,8.0,360
728,units_per_acre,2,20.0,10.0,361
1123,far,3,1.0,0.0,361
106,units_per_acre,1,20.0,10.0,361
1840,far,5,1.0,0.0,361
1608,far,4,1.0,0.0,361
2196,far,6,1.0,0.0,361
729,units_per_acre,2,20.0,10.0,362
2197,far,6,1.0,0.0,362
107,units_per_acre,1,20.0,10.0,362
1609,far,4,1.0,0.0,362
1124,far,3,1.0,0.0,362
730,units_per_acre,2,20.0,0.0,363
108,units_per_acre,1,20.0,0.0,363
1125,far,3,1.0,0.0,363
2198,far,6,1.0,0.0,363
1610,far,4,1.0,0.0,363
731,units_per_acre,2,20.0,0.0,364
109,units_per_acre,1,20.0,0.0,364
2199,far,6,0.88,0.0,364
1126,far,3,0.88,0.0,364
1611,far,4,0.88,0.0,364
110,units_per_acre,1,20.0,0.0,365
732,units_per_acre,2,20.0,0.0,365
1612,far,4,0.75,0.0,365
2200,far,6,0.75,0.0,365
1127,far,3,0.75,0.0,365
111,units_per_acre,1,20.0,0.0,366
733,units_per_acre,2,20.0,0.0,366
1613,far,4,0.75,0.0,366
1128,far,3,0.75,0.0,366
1614,far,4,0.7,0.0,367
112,units_per_acre,1,20.0,0.0,367
2201,far,6,0.7,0.0,367
1129,far,3,0.7,0.0,367
734,units_per_acre,2,20.0,0.0,367
735,units_per_acre,2,20.0,10.0,368
113,units_per_acre,1,20.0,10.0,368
2202,far,6,0.5,0.0,368
1615,far,4,0.5,0.0,368
1130,far,3,0.5,0.0,368
1616,far,4,0.5,0.0,369
2203,far,6,0.5,0.0,369
736,units_per_acre,2,20.0,0.0,369
114,units_per_acre,1,20.0,0.0,369
1841,far,5,0.5,0.0,369
1617,far,4,0.5,0.0,370
115,units_per_acre,1,20.0,0.0,370
2204,far,6,0.5,0.0,370
737,units_per_acre,2,20.0,0.0,370
1131,far,3,0.5,0.0,370
1618,far,4,2.5,0.0,371
1132,far,3,2.5,0.0,371
738,units_per_acre,2,18.0,0.0,371
116,units_per_acre,1,18.0,0.0,371
2205,far,6,2.5,0.0,371
2206,far,6,0.5,0.0,372
1619,far,4,0.5,0.0,372
117,units_per_acre,1,20.0,8.0,372
1133,far,3,0.5,0.0,372
739,units_per_acre,2,20.0,8.0,372
118,units_per_acre,1,20.0,15.0,373
2207,far,6,0.1,0.0,373
740,units_per_acre,2,20.0,15.0,373
741,units_per_acre,2,20.0,0.0,374
119,units_per_acre,1,20.0,0.0,374
120,units_per_acre,1,20.0,8.0,375
742,units_per_acre,2,20.0,8.0,375
1620,far,4,2.0,0.0,376
1842,far,5,2.0,0.0,376
2208,far,6,2.0,0.0,376
743,units_per_acre,2,18.0,0.0,376
121,units_per_acre,1,18.0,0.0,376
744,units_per_acre,2,20.0,10.0,377
122,units_per_acre,1,20.0,10.0,377
1134,far,3,1.0,0.0,378
2209,far,6,1.0,0.0,378
745,units_per_acre,2,19.0,0.0,378
1621,far,4,1.0,0.0,378
123,units_per_acre,1,19.0,0.0,378
124,units_per_acre,1,20.0,5.0,379
746,units_per_acre,2,20.0,5.0,379
1135,far,3,1.5,0.0,380
1622,far,4,1.5,0.0,380
125,units_per_acre,1,18.0,0.0,380
2210,far,6,1.5,0.0,380
747,units_per_acre,2,18.0,0.0,380
1623,far,4,2.0,0.0,381
126,units_per_acre,1,17.424,0.0,381
2211,far,6,2.0,0.0,381
1136,far,3,2.0,0.0,381
748,units_per_acre,2,17.424,0.0,381
127,units_per_acre,1,18.0,0.0,382
749,units_per_acre,2,18.0,0.0,382
1624,far,4,0.85,0.0,382
1137,far,3,0.85,0.0,382
2212,far,6,0.85,0.0,382
128,units_per_acre,1,18.0,8.0,383
1625,far,4,0.7,0.0,383
750,units_per_acre,2,18.0,8.0,383
2213,far,6,0.7,0.0,383
751,units_per_acre,2,18.0,0.0,384
1138,far,3,0.7,0.0,384
129,units_per_acre,1,18.0,0.0,384
2214,far,6,0.7,0.0,384
1626,far,4,0.7,0.0,384
1627,far,4,0.5,0.0,385
1139,far,3,0.5,0.0,385
2215,far,6,0.5,0.0,385
752,units_per_acre,2,18.0,0.0,385
130,units_per_acre,1,18.0,0.0,385
753,units_per_acre,2,18.5,0.0,386
131,units_per_acre,1,18.5,0.0,386
2216,far,6,0.2,0.0,387
1140,far,3,0.2,0.0,387
754,units_per_acre,2,18.0,0.0,387
132,units_per_acre,1,18.0,0.0,387
1628,far,4,0.2,0.0,387
755,units_per_acre,2,18.188,0.0,388
133,units_per_acre,1,18.188,0.0,388
134,units_per_acre,1,18.15,0.0,389
756,units_per_acre,2,18.15,0.0,389
135,units_per_acre,1,17.0,0.0,390
1141,far,3,1.0,0.0,390
